#Hhst|H id|Ea|KTR komplett|Ktr bez|Ktr art|Kst|Kstst bez|Sk|Sk bez|Sk pos|Sk pos bez|Ep|Sk finre|Sk finre bez|Fp|Proj|Proj bez|J2011_ERG|J2011_FINERG|J2012_ERG|J2012_FINERG|J2013_ERG|J2013_FINERG|J2014_PLAN|J2015_PLAN|J2016_PLAN|J2017_PLAN|J2018_PLAN|J2019_PLAN
40300_52400|253911|A|36410000|Jugendhilfeplanung (P)|7|40100|PK-Übertrag / Haushaltsteam Dezernat 4 / SP|56245000|Wartung Hard- und Software/Update, lfd. Lizenzaufwendungen|E_02h|sonstige laufende Aufwendungen|1|76245000|Wartung Hard- und Software/Update, lfd. Lizenzaufwendungen|1|||||||-449.72|||0|0|0|0|0
40300_53000|253912|A|36410000|Jugendhilfeplanung (P)|7|40100|PK-Übertrag / Haushaltsteam Dezernat 4 / SP|56211000|Mieten und Pachten an Dritte|E_02h|sonstige laufende Aufwendungen|1|76211000|Mieten und Pachten an Dritte|1|||-300.00|-300.00|-304.64|-304.64|-48.00|-48.00||0|0|0|0|0
40300_53400|253913|A|36410000|Jugendhilfeplanung (P)|7|40100|PK-Übertrag / Haushaltsteam Dezernat 4 / SP|56213000|Mieten für Gebäude an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76213000|Mieten für Gebäude an Eigenbetrieb KIJ|1|||-2 448.00|-2 448.00|-16 626.00|-16 626.00|-38 756.00|-38 756.00|-28 480|-30 100|-31 100|-31 100|-31 100|-31 100
40300_53500|253914|A|36410000|Jugendhilfeplanung (P)|7|40100|PK-Übertrag / Haushaltsteam Dezernat 4 / SP|56241000|Miete für PC-Arbeitsplatz an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76241000|Miete für PC-Arbeitsplatz an Eigenbetrieb KIJ|1|||||||||-8 470|-8 500|-9 200|-9 900|-10 700|-11 600
40300_53600|253916|A|36410000|Jugendhilfeplanung (P)|7|40100|PK-Übertrag / Haushaltsteam Dezernat 4 / SP|56214000|Mieten für Büroausstattung an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76214000|Mieten für Büroausstattung an Eigenbetrieb KIJ|1|||||-10 630.44|-10 630.44|||-2 560|-2 600|-2 700|-2 800|-2 900|-3 000
40300_53801|253918|A|36410000|Jugendhilfeplanung (P)|7|40100|PK-Übertrag / Haushaltsteam Dezernat 4 / SP|56216000|Nutzungsentgelt für Kraftfahrzeuge an Eigenbetrieb KSJ|E_02h|sonstige laufende Aufwendungen|1|76216000|Nutzungsentgelt für Kraftfahrzeuge an Eigenbetrieb KSJ|1|||||||||-940|0|0|0|0|0
40300_54010|253919|A|36410000|Jugendhilfeplanung (P)|7|40100|PK-Übertrag / Haushaltsteam Dezernat 4 / SP|52321000|Betriebskosten an Eigenbetrieb KIJ|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72321000|Bewirtschaftung der Grundstücke an EB KIJ|1|||-2 460.00|-2 460.00|-13 251.00|-13 251.00|-16 800.00|-16 800.00|-12 600|-13 500|-13 900|-14 300|-14 300|-14 300
40300_56200|253921|A|36410000|Jugendhilfeplanung (P)|7|40100|PK-Übertrag / Haushaltsteam Dezernat 4 / SP|56120000|Aufwendungen für Aus- und Fortbildung|E_02h|sonstige laufende Aufwendungen|1|76120000|Auszahlungen für Aus- und Fortbildung|1|||-5 942.25|-5 590.95|-7 087.65|-7 438.95|-2 010.40|-1 880.40|-5 500|-3 000|-3 000|-3 000|-3 000|-3 000
40300_57100|253922|A|36410000|Jugendhilfeplanung (P)|7|40100|PK-Übertrag / Haushaltsteam Dezernat 4 / SP|52441000|Ausstattungs- und Verbrauchsmaterial|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72441000|Ausstattungs- und Verbrauchsmaterial|1|||-86.39|-86.39|-1 749.26|-1 749.26|-910.81|-898.17|0|-100|-100|-100|-100|-100
40300_58800|253923|A|36410000|Jugendhilfeplanung (P)|7|40100|PK-Übertrag / Haushaltsteam Dezernat 4 / SP|52481000|Sonstige bezogene Leistungen - allgemein|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72481000|Sonstige bezogene Leistungen - allgemein|1|||-842.43|-842.43|-3 045.50|-3 017.50|-4 519.05|-4 547.05|-12 000|-26 780|-26 780|-12 000|-12 000|-12 000
40300_58810|253924|A|36410000|Jugendhilfeplanung (P)|7|40100|PK-Übertrag / Haushaltsteam Dezernat 4 / SP|52481000|Sonstige bezogene Leistungen - allgemein|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72481000|Sonstige bezogene Leistungen - allgemein|1|||-15 427.02|-13 414.69|-39 564.93|-34 010.60|-50.50|-7 617.16|-51 000|-14 380|-14 380|-14 380|-14 380|-14 380
40300_58820|253925|A|36410000|Jugendhilfeplanung (P)|7|40100|PK-Übertrag / Haushaltsteam Dezernat 4 / SP|52481000|Sonstige bezogene Leistungen - allgemein|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72481000|Sonstige bezogene Leistungen - allgemein|1|||-48 808.00|-30 215.50|-67 400.50|-85 993.00|-79 023.50|-30 215.50|0|-62 700|-62 700|0|0|0
40300_63720|253928|A|36410000|Jugendhilfeplanung (P)|7|40100|PK-Übertrag / Haushaltsteam Dezernat 4 / SP|52482000|Sonstige bezogene Leistungen - Druckkosten|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72482000|Sonstige bezogene Leistungen - Druckkosten|1|||-80.67|-80.67|-2 954.43|-2 954.43|-1 840.40|-1 840.40|-4 000|-2 000|-2 000|-2 000|-2 000|-2 000
40300_65000|253929|A|36410000|Jugendhilfeplanung (P)|7|40100|PK-Übertrag / Haushaltsteam Dezernat 4 / SP|56312000|Bürobedarf|E_02h|sonstige laufende Aufwendungen|1|76312000|Bürobedarf|1|||-1 347.21|-1 224.71|-1 617.35|-1 668.30|-663.07|-734.62|-1 000|-820|-820|-820|-820|-820
40300_65100|253931|A|36410000|Jugendhilfeplanung (P)|7|40100|PK-Übertrag / Haushaltsteam Dezernat 4 / SP|56321000|Fachliteratur, Zeitschriften|E_02h|sonstige laufende Aufwendungen|1|76321000|Fachliteratur, Zeitschriften|1|||-268.75|-265.90|-141.15|-141.15|-287.38|-287.38|-600|-500|-500|-500|-500|-500
40300_65201|253932|A|36410000|Jugendhilfeplanung (P)|7|40100|PK-Übertrag / Haushaltsteam Dezernat 4 / SP|56330000|Porto und Versandkosten|E_02h|sonstige laufende Aufwendungen|1|76330000|Porto und Versandkosten|1|||-125.02|-125.02|-166.32|-166.32|-245.59|-245.59|-300|-300|-300|-300|-300|-300
40300_65250|253933|A|36410000|Jugendhilfeplanung (P)|7|40100|PK-Übertrag / Haushaltsteam Dezernat 4 / SP|56343200|Miete für Fernsprech- und Telefaxanlage an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76343200|Miete für Fernsprech- und Telefaxanlage an Eigenbetrieb KIJ|1|||||||||-1 260|-1 260|-1 260|-1 260|-1 260|-1 260
40300_65255|253934|A|36410000|Jugendhilfeplanung (P)|7|40100|PK-Übertrag / Haushaltsteam Dezernat 4 / SP|56341200|Fernmeldegebühren an Eigenbetrieb KIJ|E_02h|sonstige laufende Aufwendungen|1|76341200|Fernmeldegebühren an Eigenbetrieb KIJ|1|||-219.15||-772.58|-748.99|-678.80|-904.13|-600|-700|-700|-700|-700|-700
40300_65400|253936|A|36410000|Jugendhilfeplanung (P)|7|40100|PK-Übertrag / Haushaltsteam Dezernat 4 / SP|56131000|Aufwendungen für Dienstreisen und Dienstgänge|E_02h|sonstige laufende Aufwendungen|1|76131000|Auszahlungen für Dienstreisen und Dienstgänge|1|||-604.50|-604.50|-2 285.15|-1 924.25|-1 076.77|-1 437.67|-3 000|-1 000|-1 000|-1 000|-1 000|-1 000
40300_65450|253937|A|36410000|Jugendhilfeplanung (P)|7|40100|PK-Übertrag / Haushaltsteam Dezernat 4 / SP|56132000|Dienstreiseaufwendungen für Aus- und Fortbildung|E_02h|sonstige laufende Aufwendungen|1|76132000|Dienstreiseauszahlungen für Aus- und Fortbildung|1||||||||||-580|-580|-580|-580|-580
40300_66100|253939|A|36410000|Jugendhilfeplanung (P)|7|40100|PK-Übertrag / Haushaltsteam Dezernat 4 / SP|56420000|Beiträge zu Wirtschaftsverbänden, Berufsvertretungen und Vereinen|E_02h|sonstige laufende Aufwendungen|1|76420000|Beiträge zu Wirtschaftsverbänden, Berufsvertretungen und Vereinen|1|||-2 380.00|-2 380.00|-2 380.00|-2 380.00|-2 380.00|-2 380.00|0|0|0|0|0|0
40300_71800|253942|A|36410000|Jugendhilfeplanung (P)|7|40100|PK-Übertrag / Haushaltsteam Dezernat 4 / SP|54193000|Personal- und/oder Sachkostenzuschüsse|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74193000|Personal- und/oder Sachkostenzuschüsse|1|||||-1 991.46|-1 991.46|-1 936.52|-1 936.52|-2 000|-4 000|-4 000|-4 000|-4 000|-4 000
40300_71810|253943|A|36410000|Jugendhilfeplanung (P)|7|40100|PK-Übertrag / Haushaltsteam Dezernat 4 / SP|54193000|Personal- und/oder Sachkostenzuschüsse|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74193000|Personal- und/oder Sachkostenzuschüsse|1|||||-20 000.00|-20 000.00|-20 000.00|-20 000.00|-20 000|-20 000|0|0|0|0
40300_71811|253944|A|36410000|Jugendhilfeplanung (P)|7|40100|PK-Übertrag / Haushaltsteam Dezernat 4 / SP|54193000|Personal- und/oder Sachkostenzuschüsse|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74193000|Personal- und/oder Sachkostenzuschüsse|1||||||||||-12 500|-12 500|0|0|0
40500_15080|253948|E|31210000|Leistungen für Unterkunft und Heizung (SGB II) (P)|7|41200|Fachdienst Soziales|46952000|Periodenfremde Erträge - Allgemein|E_01i|sonstige laufende Erträge|1|66801000|Einzahlungen aus periodenfremden Erträgen|1|||||58 388.42|58 388.42||||0|0|0|0|0
40500_63700|253958|A|31210000|Leistungen für Unterkunft und Heizung (SGB II) (P)|7|41200|Fachdienst Soziales|52481000|Sonstige bezogene Leistungen - allgemein|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72481000|Sonstige bezogene Leistungen - allgemein|1|||-5 400.00|-5 400.00|-5 400.00|-5 400.00|-5 400.00|-5 400.00|-5 400|-5 400|-5 400|-5 400|-5 400|-5 400
40500_71510|253959|A|31210000|Leistungen für Unterkunft und Heizung (SGB II) (P)|7|41200|Fachdienst Soziales|54131300|Zuschuss an Eigenbetrieb jenarbeit|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74131300|Zuschuss an Eigenbetrieb jenarbeit|1|||-1 111 621.84|-1 111 621.84|-1 166 865.69|-1 246 400.00|-1 137 724.77|-1 058 190.46|-1 312 000|-1 200 000|-1 333 000|-1 366 000|-1 400 000|-1 435 000
40600_10000|253961|E|34310000|Betreuungsleistungen (P)|7|41200|Fachdienst Soziales|43110000|Verwaltungsgebühren|E_01d|öffentlich-rechtliche Leistungsentgelte|1|63110000|Verwaltungsgebühren|1|||1 370.00|1 370.00|1 000.00|1 000.00|830.00|830.00|1 000|1 000|1 000|1 000|1 000|1 000
40600_17400|253962|E|34310000|Betreuungsleistungen (P)|7|41200|Fachdienst Soziales|41449000|Zuweisungen vom sonstigen öffentlichen Bereich (Agentur für Arbeit)|E_01b|Zuwendungen, allgemeine Umlagen und sonstige Transfererträge|1|61449000|Zuweisungen für lfd. Zwecke vom sonstigen öffentlichen Bereich|1|||9 075.22|11 668.14||||||0|0|0|0|0
40600_41000|253964|A|34310000|Betreuungsleistungen (P)|7|41200|Fachdienst Soziales|50211000|Dienstbezüge Beamte|E_02a|Personalaufwendungen|1|70211000|Auszahlungen der Dienstbezüge für Beamte|1|||-39 443.63|-39 443.63|-40 071.12|-40 071.12|-16 795.30|-16 795.30|-42 680|-42 530|-42 930|-43 340|-43 750|-44 150
40600_41100|253965|A|34310000|Betreuungsleistungen (P)|7|41200|Fachdienst Soziales|50311000|Versorgungsrücklage für Beamte|E_02a|Personalaufwendungen|1|70311000|Auszahlungen für Versorgungsrücklage - Beamte|1|||-286.61|-286.61|-319.82|-319.82|-136.78|-136.78|-370|-450|-530|-530|-540|-540
40600_41400|253966|A|34310000|Betreuungsleistungen (P)|7|41200|Fachdienst Soziales|50221000|Vergütungen der Arbeitnehmer|E_02a|Personalaufwendungen|1|70221000|Auszahlungen für Vergütungen der Arbeitnehmer|1|||-93 598.13|-93 598.13|-95 591.69|-95 591.69|-128 136.26|-128 136.26|-140 750|-190 120|-191 930|-193 740|-195 550|-197 350
40600_41405|253967|A|34310000|Betreuungsleistungen (P)|7|41200|Fachdienst Soziales|29320000|Altersteilzeitrückstellung - Arbeitnehmer|P_3.4|Sonstige Rückstellungen|0|70221000|Auszahlungen für Vergütungen der Arbeitnehmer|1||||-27 163.27||-85.19|||0|0|0|0|0|0
40600_41411|253968|A|34310000|Betreuungsleistungen (P)|7|41200|Fachdienst Soziales|50222000|Leistungsorientierte Bezahlung (LOB) nach § 18 TVöD|E_02a|Personalaufwendungen|1|70222000|Auszahlungen für Leistungszulagen (LOB)|1|||-1 097.07|-1 097.07|-1 443.48|-1 443.48|-1 619.31|-1 619.31|0|-4 120|-4 750|-4 740|-4 780|-4 820
40600_41412|253969|A|34310000|Betreuungsleistungen (P)|7|41200|Fachdienst Soziales|50626000|Erfolgsprämie nach § 18 TVöD|E_02a|Personalaufwendungen|1|70626000|Auszahlungen für Erfolgsprämie|1|||||||-440.00|-440.00||0|0|0|0|0
40600_43000|253970|A|34310000|Betreuungsleistungen (P)|7|41200|Fachdienst Soziales|50312000|Versorgungsumlage für Beamte|E_02a|Personalaufwendungen|1|70312000|Auszahlungen für Versorgungsumlage - Beamte|1|||-11 443.39|-11 443.39|-12 085.79|-12 085.79|-5 085.56|-5 085.56|-13 660|-13 750|-13 870|-14 010|-14 140|-14 270
40600_43400|253971|A|34310000|Betreuungsleistungen (P)|7|41200|Fachdienst Soziales|50320000|Beiträge zu Versorgungskassen - Arbeitnehmer|E_02a|Personalaufwendungen|1|70320000|Beiträge zu Versorgungskassen - Arbeitnehmer|1|||-3 149.99|-3 149.99|-3 227.79|-3 227.79|-4 472.18|-4 472.18|-4 820|-6 390|-6 460|-6 520|-6 580|-6 630
40600_43405|253972|A|34310000|Betreuungsleistungen (P)|7|41200|Fachdienst Soziales|29320000|Altersteilzeitrückstellung - Arbeitnehmer|P_3.4|Sonstige Rückstellungen|0|70320000|Beiträge zu Versorgungskassen - Arbeitnehmer|1||||-707.42||-44.03|||0|0|0|0|0|0
40600_44400|253973|A|34310000|Betreuungsleistungen (P)|7|41200|Fachdienst Soziales|50421000|Beiträge zur gesetzlichen Sozialversicherung - Arbeitnehmer|E_02a|Personalaufwendungen|1|70421000|Beiträge zur gesetzlichen Sozialversicherung - Arbeitnehmer|1|||-18 293.72|-18 293.72|-18 563.97|-18 563.97|-24 406.85|-24 406.85|-27 740|-37 090|-37 440|-37 800|-38 150|-38 500
40600_44405|253974|A|34310000|Betreuungsleistungen (P)|7|41200|Fachdienst Soziales|29320000|Altersteilzeitrückstellung - Arbeitnehmer|P_3.4|Sonstige Rückstellungen|0|70421000|Beiträge zur gesetzlichen Sozialversicherung - Arbeitnehmer|1||||-4 644.20||111.88|||0|0|0|0|0|0
40600_45000|253975|A|34310000|Betreuungsleistungen (P)|7|41200|Fachdienst Soziales|50511000|Beihilfe für aktive Beamte|E_02a|Personalaufwendungen|1|70510000|Auszahlungen für Beihilfen für aktive Beamte|1|||-1 204.96|-1 204.96|-1 132.29|-1 132.29|-1 263.22|-1 263.22|-1 300|-1 270|-1 250|-1 270|-1 290|-1 300
40600_45100|253976|A|34310000|Betreuungsleistungen (P)|7|41200|Fachdienst Soziales|50501000|Ärztliche Untersuchungen für aktive Beamte und Arbeitnehmer|E_02a|Personalaufwendungen|1|70500000|Auszahlungen für Unterstützungsleistungen und dergleichen|1|||-37.62|-37.62|-72.24|-72.24|-348.42|-348.42|-200|-250|-240|-250|-260|-270
40600_53800|253979|A|34310000|Betreuungsleistungen (P)|7|41200|Fachdienst Soziales|56216000|Nutzungsentgelt für Kraftfahrzeuge an Eigenbetrieb KSJ|E_02h|sonstige laufende Aufwendungen|1|76216000|Nutzungsentgelt für Kraftfahrzeuge an Eigenbetrieb KSJ|1|||-4 060.67|-4 058.41|-4 198.33|-4 175.57|-4 187.26|-4 175.43|-4 100|-4 100|-4 100|-4 100|-4 100|-4 100
40600_56200|253980|A|34310000|Betreuungsleistungen (P)|7|41200|Fachdienst Soziales|56120000|Aufwendungen für Aus- und Fortbildung|E_02h|sonstige laufende Aufwendungen|1|76120000|Auszahlungen für Aus- und Fortbildung|1|||-38.40||-1 617.80|-1 656.20|-3 224.10|-2 889.10|-1 500|-2 500|-2 500|-1 500|-1 500|-1 500
40600_57100|253981|A|34310000|Betreuungsleistungen (P)|7|41200|Fachdienst Soziales|52441000|Ausstattungs- und Verbrauchsmaterial|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72441000|Ausstattungs- und Verbrauchsmaterial|1|||-186.83|-186.83|-232.49|-232.49|-173.39|-173.39|-100|-200|-200|-200|-200|-200
40600_63800|253983|A|34310000|Betreuungsleistungen (P)|7|41200|Fachdienst Soziales|52482000|Sonstige bezogene Leistungen - Druckkosten|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72482000|Sonstige bezogene Leistungen - Druckkosten|1|||||-1 225.70|-1 225.70||||-100|-100|-100|-100|-100
40600_65000|253984|A|34310000|Betreuungsleistungen (P)|7|41200|Fachdienst Soziales|56312000|Bürobedarf|E_02h|sonstige laufende Aufwendungen|1|76312000|Bürobedarf|1|||-550.38|-526.31|-737.43|-761.50|-467.70|-467.70|-600|-600|-600|-600|-600|-600
40600_65100|253985|A|34310000|Betreuungsleistungen (P)|7|41200|Fachdienst Soziales|56321000|Fachliteratur, Zeitschriften|E_02h|sonstige laufende Aufwendungen|1|76321000|Fachliteratur, Zeitschriften|1|||-113.18|-96.37||-16.81|-97.37|-97.37|-150|-150|-150|-150|-150|-150
40600_65400|253986|A|34310000|Betreuungsleistungen (P)|7|41200|Fachdienst Soziales|56131000|Aufwendungen für Dienstreisen und Dienstgänge|E_02h|sonstige laufende Aufwendungen|1|76131000|Auszahlungen für Dienstreisen und Dienstgänge|1|||-257.54|-248.74|-42.00|-50.80|-138.40|-138.40|-300|-150|-150|-150|-150|-150
40600_65450|253987|A|34310000|Betreuungsleistungen (P)|7|41200|Fachdienst Soziales|56132000|Dienstreiseaufwendungen für Aus- und Fortbildung|E_02h|sonstige laufende Aufwendungen|1|76132000|Dienstreiseauszahlungen für Aus- und Fortbildung|1||||||||||-1 000|-1 000|-1 000|-1 000|-1 000
40600_65500|253988|A|34310000|Betreuungsleistungen (P)|7|41200|Fachdienst Soziales|56251000|Gutachten, Gerichts- und ähnliche Aufwendungen|E_02h|sonstige laufende Aufwendungen|1|76251000|Gutachten, Gerichts- und ähnliche Aufwendungen|1|||||-1 588.48|-1 588.48|||-1 500|-500|-500|-500|-500|-500
40600_67930|253990|A|34310000|Betreuungsleistungen (P)|7|41200|Fachdienst Soziales|58113000|Aufwendungen aus Verrechnungen Einsatz von Mitarbeitern der Personalvermittlung|E_13|Aufwendungen aus internen Leistungsbeziehungen|1|79813000|Verrechnungen Einsatz von Mitarbeitern der Personalvermittlung|1|||||||-26 643.00|-26 643.00||0|0|0|0|0
40600_78900|253991|A|34310000|Betreuungsleistungen (P)|7|41200|Fachdienst Soziales|55730000|Vollzug des Betreuungsgesetzes|E_02g|Aufwendungen der sozialen Sicherung|1|75730000|Vollzug des Betreuungsgesetzes|1|||||-2 500.00||-5 000.00|-7 500.00||-5 000|-5 000|-5 000|-5 000|-5 000
40700_10000|253992|E|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|43110000|Verwaltungsgebühren|E_01d|öffentlich-rechtliche Leistungsentgelte|1|63110000|Verwaltungsgebühren|1|||42.91|42.91|149.21|139.21|20.00|30.00|0|0|0|0|0|0
40700_11000|253993|E|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|44150000|Eintrittsgelder / Teilnehmerentgelte steuerfrei|E_01e|privatrechtliche Leistungsentgelte|1|64150000|Eintrittsgelder / Teilnehmerentgelte steuerfrei|1|||1 980.00|1 980.00|||||0|0|0|0|0|0
40700_15080|253995|E|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|46952000|Periodenfremde Erträge - Allgemein|E_01i|sonstige laufende Erträge|1|66801000|Einzahlungen aus periodenfremden Erträgen|1|||408.02|8 096.10||408.02|||0|0|0|0|0|0
40700_15085|253996|E|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|46951000|Rückzahlung Betriebskosten vom Eigenbetrieb KIJ (periodenfremd)|E_01i|sonstige laufende Erträge|1|64193000|Sonstige privatrechtliche Leistungsentgelte steuerfrei|1|||325.70|325.70|8 600.65|8 600.65|106 206.63|9 234.63|0|0|0|0|0|0
40700_17100|254001|E|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|41442800|Zuweisungen vom Land nach Einzelgesetzen|E_01b|Zuwendungen, allgemeine Umlagen und sonstige Transfererträge|1|61442000|Zuweisungen für lfd. Zwecke vom Land|1|||||2 350.29|2 500.00||-149.71||0|0|0|0|0
40700_17800|254003|E|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|41490000|Zuschüsse von Sonstigen (Spenden)|E_01b|Zuwendungen, allgemeine Umlagen und sonstige Transfererträge|1|61490000|Zuschüsse von Sonstigen (Rückzahlung)|1|||800.00|800.00|800.00|800.00|1 121.47|1 121.47|0|0|0|0|0|0
40700_41400|254007|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|50221000|Vergütungen der Arbeitnehmer|E_02a|Personalaufwendungen|1|70221000|Auszahlungen für Vergütungen der Arbeitnehmer|1|||-130 592.21|-130 592.21|-124 485.35|-124 485.35|-112 771.96|-112 771.96|-145 310|-120 940|-122 090|-123 240|-124 390|-125 540
40700_41405|254008|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|29320000|Altersteilzeitrückstellung - Arbeitnehmer|P_3.4|Sonstige Rückstellungen|0|70221000|Auszahlungen für Vergütungen der Arbeitnehmer|1|||||||||-42 330|-49 260|-50 250|-49 710|-16 670|0
40700_41411|254009|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|50222000|Leistungsorientierte Bezahlung (LOB) nach § 18 TVöD|E_02a|Personalaufwendungen|1|70222000|Auszahlungen für Leistungszulagen (LOB)|1|||-1 737.78|-1 737.78|-2 009.43|-2 009.43|-2 107.69|-2 107.69|0|-2 620|-3 020|-3 010|-3 040|-3 070
40700_41412|254010|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|50626000|Erfolgsprämie nach § 18 TVöD|E_02a|Personalaufwendungen|1|70626000|Auszahlungen für Erfolgsprämie|1|||-3 250.00|-3 250.00|-2 110.00|-2 110.00|-1 300.00|-1 300.00||0|0|0|0|0
40700_41610|254011|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|50291000|Vergütungen an Sonstige|E_02a|Personalaufwendungen|1|70291000|Auszahlungen für sonstige Aufwendungen für Beschäftigte|1|||||||-200.00|-200.00||0|0|0|0|0
40700_43400|254013|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|50320000|Beiträge zu Versorgungskassen - Arbeitnehmer|E_02a|Personalaufwendungen|1|70320000|Beiträge zu Versorgungskassen - Arbeitnehmer|1|||-5 223.74|-5 223.74|-4 981.93|-4 981.93|-4 608.79|-4 608.79|-5 110|-4 100|-4 130|-4 170|-4 210|-4 250
40700_43405|254014|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|29320000|Altersteilzeitrückstellung - Arbeitnehmer|P_3.4|Sonstige Rückstellungen|0|70320000|Beiträge zu Versorgungskassen - Arbeitnehmer|1|||||||||-2 170|-2 470|-2 520|-2 190|-730|0
40700_44400|254015|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|50421000|Beiträge zur gesetzlichen Sozialversicherung - Arbeitnehmer|E_02a|Personalaufwendungen|1|70421000|Beiträge zur gesetzlichen Sozialversicherung - Arbeitnehmer|1|||-28 568.17|-28 568.17|-26 826.99|-26 826.99|-24 013.48|-24 013.48|-26 060|-19 790|-19 980|-20 160|-20 350|-20 530
40700_44405|254016|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|29320000|Altersteilzeitrückstellung - Arbeitnehmer|P_3.4|Sonstige Rückstellungen|0|70421000|Beiträge zur gesetzlichen Sozialversicherung - Arbeitnehmer|1|||||||||-10 020|-10 990|-11 210|-13 350|-4 480|0
40700_45100|254017|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|50501000|Ärztliche Untersuchungen für aktive Beamte und Arbeitnehmer|E_02a|Personalaufwendungen|1|70500000|Auszahlungen für Unterstützungsleistungen und dergleichen|1|||-50.16|-50.16|-144.48|-144.48|-69.65|-69.65|-200|-180|-180|-170|-170|-170
40700_50100|254018|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|52313000|Unterhaltung der Gebäude einschließlich der Bestandteile, die dem Gebäude zuzurechnen sind|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72313000|Unterhaltung der Gebäude einschließlich der Bestandteile, die dem Gebäude zuzurechnen sind|1|||||||||-1 000|0|0|0|0|0
40700_52300|254019|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|52370000|Unterhaltung der Betriebs- und Geschäftsausstattung|E_02c|Aufwendungen für Sach- und Dienstleistungen|1|72370000|Unterhaltung der Betriebs- und Geschäftsausstattung|1|||-336.63|-401.60|0.00||||-200|-200|-200|-200|-200|-200
40700_52310|254020|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|8240000|Geringwertige Vermögensgegenstände (VG innerhalb der Wertgrenze 60,01 - 410,00 EUR ohne USt)|A_1.2.8|Betriebs- und Geschäftsausstattung|0|78572000|Auszahlungen für bewegliche Sachen des AV innerhalb der Wertgrenze 60,01 bis 410,00 EUR (ohne USt)|1|301200M10000|FD JH GVG Jugendamt||-225.15||-349.74||-223.24|-300|-300|-300|-300|0|0
40700_53000|254021|A|30120000|Jugend - Trägeraufgaben (P) - Verrechnungsprodukt|7|42100|Fachdienst Jugendhilfe|56211000|Mieten und Pachten an Dritte|E_02h|sonstige laufende Aufwendungen|1|76211000|Mieten und Pachten an Dritte|1|||||-921.80|-65.00||-856.80||0|0|0|0|0
